id,name,viaf,bmID,dbpediaID,wikipediaEntry,nomismaID,period,alt_name,date_1,date_2,mint,bio,RRC,appear,valid,created,createdBy,updated,updatedBy
197,"Memmius Gal., L.",,176813,,,l_memmi_gal_rrc,21,,87 BC,,Rome,"Republican moneyer, known only from his coins. These are issued jointly with his brother C. Memmius Gal. (q.v.). He may be the son of L. Memmius Gal. (q.v.) who issued coins in 106 BC.",349,L·C·MEMIES·L·F GAL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
198,"Critonius, L.",,176846,,,l_crit_aed_pl_rrc,21,,86 BC,,Rome,Republican moneyer who issued coins jointly with M. Fannius (q.v.) while serving as Aedile of the Plebs. He is otherwise unknown. ,351,M·FAN·L·CRIT AED·PL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
199,"Fannius, M.",,176847,,,m_fan_aed_pl_rrc,21,,86 BC,,Rome,Republican moneyer who issued coins jointly with L. Critonius (q.v.) in 86 BC while serving as Aedile of the Plebs. He later became Praetor in 80 BC.,351,M·FAN·L·CRIT AED·PL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
200,"Iulius Bursio, L.",,176848,,,l_ivli_bvrsio_rrc,21,,85 BC,,Rome,"Republican moneyer, known only from his coins.",352,L·IVLI·BVRSIO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
201,"Fonteius, Mn.",,175835,,,mn_fontei_c_f_rrc,21,,85 BC,,Rome,"Republican moneyer, possibly the brother of the moneyer M. Fonteius (RRC 347) and a military tribune.",353,MN·FONTEI·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
202,"Licinius Macer, C.",,176869,,,c_licinivs_l_f_macer_rrc,21,,84 BC,,Rome,"Republican moneyer, the historian C. Licinius Macer who was Praetor ca. 68 BC.",354,C·LICINIVS·L·F MACER,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
203,"Cassius L.f. Longinus, C.",,176870,,,c_cassivs_rrc,21,,84 BC,,Rome,"Republican moneyer who issued coins in 84 BC jointly with L. Livius Salinator (q.v.). He was Consul in 73 BC and passed the lex Terentia Cassia to buy Sicilian grain and sell it for low prices in Rome. He later fought against the slave Spartacus in Gaul but was unable to stop his revolting mass of followers. He may be the father of the famous C. Cassius Longinus (q.v.), one of the conspirators against Julius Caesar.",355,C·CASSIVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
204,"Livius Salinator, L.",,176872,,,l_salinat_rrc,21,,84 BC,,Rome,Republican moneyer and Legate of Sertorius in 81 BC. He issued coins with C. Cassius Longinus in 84 BC.,355,L·SALINAT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
205,"Furius Crassipes, P.",,176873,,,p_fovrivs_crassipes_rrc,21,,84 BC,,Rome,Republican moneyer who issued coins while a Curule Aedile in 84 BC. He is not otherwise known.,356, P·FOVRIVS CRASSIPES,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
206,(Iuventius) Laterensis,,,,,laterens_rrc,21,,83 BC,,Rome,"Republican moneyer, may be identified with the father of the M. Iuventius Laterensis who was Praetor in 51 BC. Alternately, he may be the Praetor Mn. Iuventius L.f. Laterensis.",358,LATERENS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
207,"Antonius Balbus, Q.",,177038,,,q_anto_balb_pr_rrc,21,,83 BC,82 BC,Rome,Republican moneyer who issued coins while Praetor in 83-82 BC.,364,Q·ANTO·BALB PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
208,"Valerius Flaccus, C.",,177051,,,c_val_fla_imperat_rrc,21,,82 BC,,Massalia,"Republican moneyer, issued coins while Proconsul in Gaul. His issue of coins is associated with Sulla's first moves against Q. Sertorius in Spain.",365,C·VAL·FLA IMPERAT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
209,"Annius, C.",,88120,,,c_anni_t_f_t_n_pro_cos_rrc,21,,82 BC,81 BC,Northern Italy~Spain,Republican moneyer who issued coins in northern Italy and Spain. He was sent against Q. Sertorius in Spain sometime after mid-82 BC. C. Annius may have been in charge of both Spanish provinces and had two quaestors under him (L. Fabius Hispaniensis (q.v.) and C. Tarquitius (q.v.)).,366,C·ANNI·T·F·T·N·PRO·COS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
210,"Fabius Hispaniensis, L.",,93802,,,l_fabi_l_f_hisp_rrc,21,,82 BC,81 BC,Northern Italy,Republican moneyer who was one of two quaestors under C. Annius (q.v.) and issued coins in Spain. He was later proscribed for switching allegience to Sertorius.,366,L·FABI·L·F·HISP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
211,"Tarquitius, C.",,88161,,,c_tarqviti_p_f_rrc,21,,82 BC,81 BC,Spain,Republican moneyer who was one of two quaestors under C. Annius (q.v.). ,366,C·TARQVITI·P·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
212,"Manlius Torquatus, L.",,93814,,,l_manli_t_proq_rrc,21,,82 BC,,Italy - Moving with Sulla,"Republican moneyer and Proquaestor under Sulla, in which capacity he issued coins. He later became Consul in 65 BC. ",367,L·MANLI T PROQ,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
213,"Postumius Albinus, A.",,177077,,,a_post_a_f_s_n_albin_rrc,21,,81 BC,,Rome,"Republican moneyer, probably a grandson of the Sp. Postumius Albinus who was Consul in 110 BC. ",372,A·POST·A·F·S·N·ALBIN,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
214,"Caecilius Metellus Pius, Q.",,177088,,,q_c_m_p_i_rrc,21,,81 BC,,Northern Italy,"Republican moneyer who served under Sulla as a commander in the fight against Carrinas, Norbanus, and Carbo. Sulla made him Pontifex Maximus and in 80, Metellus Pius was elected Consul. He won a triumph for his efforts in Hispania, and died around 63 BC.",374,Q·C·M·P·I,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
215,"Volumnius Strabo, L.",,177093,,,l_vol_l_f_strab_rrc,21,,81 BC,,Rome,"The moneyer may be the L. Volumnius L.f. Ani. on the consilium of Cn. Pompeius Strabo at Asculum. He could also be the father of the Strabo in Cicero's ad Att. Xii, 17. ",377,L·VOL·L·F·STRAB,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
216,"Marius Capito, C.",,177097,,,c_mari_c_f_capit_rrc,21,,81 BC,,Rome,"Republican moneyer, known only from his coins. He is notably not related to C. Marius.",378, C·MARI·C·F·CAPIT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
217,"Procilius, L.",,177101,,,l_procili_f_rrc,21,,80 BC,,Rome,"Republican moneyer, presumably to be identified with the Senator attested in 56 BC (see Cicero, ad Q.fr. ii, 7). He may also be the man later condemned for misconduct in that year, or he may be the historian Procilius.",379,L·PROCILI·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
218,"Publicius, C.",,177102,,,c_poblici_q_f_rrc,21,,80 BC,,Rome,"Republican moneyer, known only from his coins.",380,C·POBLICI·Q·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
219,"Manlius, A.",,177106,,,a_manli_a_f_q_rrc,21,,80 BC,,Rome,Republican moneyer who issued coins while Quaestor in 80 BC. He may be the eldest son of the A. Manlius who issued coins in 117/6 BC.,381,A·MANLI·A·F·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
220,"Naevius Balbus, C.",,177107,,,c_nae_balb_rrc,21,,79 BC,,Rome,"Republican moneyer, known only from his coins.",382,C·NAE·BALB,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
221,"Claudius Nero, Tiberius",,60735,,,ti_clavd_ti_f_ap_n_rrc,21,,79 BC,,Rome,Republican moneyer who was a Praetor before 63 BC. ,383,TI·CLAVD·TI·F AP·N,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
222,"Papius, L.",,177119,,,l_papi_rrc,21,,79 BC,,Rome,"Republican moneyer, known only from his coins.",384, L·PAPI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
223,"Volteius, M.",,177165,,,m_voltei_m_f_rrc,21,,78 BC,,Rome,"Republican moneyer, known only from his coins.",385,M·VOLTEI·M·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
224,"Cassius Longinus, L.",,177177,,,l_cassi_q_f_rrc,21,,78 BC,,Rome,"Republican moneyer, was Praetor in 66 BC.",386,L·CASSI·Q·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
225,"Rutilius Flaccus, L.",,177185,,,l_rvtili_flac_rrc,21,,77 BC,,Rome,"Republican moneyer, presumably the senator of 72 BC who appears in Cicero Cluent. 182.",387,L·RVTILI FLAC,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
226,"Satrienus, P.",,177186,,,p_satrienvs_rrc,21,,77 BC,,Rome,"Republican moneyer, known only from his coins.",388,P·SATRIENVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
227,"Rustius, L.",,177191,,,l_rvsti_rrc,21,,76 BC,,Rome,"Republican moneyer, known only from his coins.",389,L·RVSTI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
228,"Lucretius Trio, L.",,177192,,,l_lvcreti_trio_rrc,21,,76 BC,,Rome,"Republican moneyer, known only from his coins.",390,L·LVCRETI TRIO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
229,"Egnatius Maximus, C.",,177195,,,c_egnativs_cn_f_cn_n_maxsvmvs_rrc,21,,75 BC,,Rome,"Republican moneyer who may appear in Cicero, ad Attl xiii, 34 & 35. He is otherwise known from his coins.",391,C·EGNATIVS·CN·F CN·N MAXS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
230,"Farsuleius Mensor, L.",,177200,,,l_farsvlei_mensor_rrc,21,,75 BC,,Rome,"Republican moneyer, known only from his coins.",392,L·FARSVLEI MENSOR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
231,"Postumius, C.",,177204,,,c_postvmi_at_rrc,21,,74 BC,,Rome,"Republican moneyer, may appear in Cicero pro Murena as a prosecutor of Murena and candidate for the praetorship of 62 BC.",394,C·POSTVMI AT (or TA),1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
232,"Cossutius Sabula, L.",,177205,,,l_cossvti_c_f_sabvla_rrc,21,,74 BC,,Rome,"Republican moneyer, possibly the father of the C. Cossetius Maridianus who issued coins in 44 BC. He is presumably connected with the Roman negotiatores of the same name functioning in the Greek east, and this Greek influence appears on his coinage.",395,L·COSSVTI·C·F SABVLA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
233,"Plaetorius (Cestianus), L.",,177223,,,l_plaetori_l_f_q_rrc,21,,74 BC,,Rome,"Republican moneyer, not known to have progressed beyond the quaestorship, which office he held while issuing coins. He is presumably the L. Plaetorius who is a senator in 66 BC, according to Cicero Cluent.165",396,L·PLAETORI L·F·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
234,"Cornelius Lentulus Spinther, P.",,94079,,,p_lent_p_f_l_n_q_rrc,21,,74 BC,,Rome,Republican moneyer who was consul in 57 BC. ,397,P·LENT·P·F L·N Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
235,"Pomponius Rufus, Q.",,177224,,,q_pomponi_rvfvs_rrc,21,,73 BC,,Rome,"Republican moneyer, known only from his coins.",398,Q·POMPONI RVFVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
236,"Crepereius Rocus, Q.",,177225,,,q_creperei_rocvs_rrc,21,,72 BC,,Rome,"Republican moneyer, presumably a younger brother of the M. Crepereius who was the Military Tribune in 69 BC. He is presumably connected with the Roman negotiatores of the same name functioning in the Greek East. This Greek influence appears on his coinage. ",399,Q·CREPEREI ROCVS; Q·CREPE,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
237,"Axius Naso, L.",,177226,,,l_axsivs_l_f_naso_rrc,21,,71 BC,,Rome,"Republican moneyer, attested as a banker on a contemporary tessera nummularia (small bone piece attached to groups of coins for accounting purposes). ",400,L·AXSIVS·L·F NASO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
238,"Aquillius, Mn.",,177276,,,mn_aqvil_mn_f_mn_n_rrc,21,,71 BC,,Rome,Republican moneyer who may be identified as a Senator in 74 BC (mentioned by Cicero). He is the grandson of the Mn. Aquillius who was Consul in 101 BC.,401,MN·AQVIL MN·F MN·N,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
239,"Fufius Calenus, Q.",,177280,,,kaleni_rrc,21,,70 BC,,Rome,"Republican moneyer and was Consul in 47 BC. When he was Tribune of the People in 61 BC, he was instrumental in clearing P. Clodius Pulcher in the Bona Dea scandal.  He fought under Julius Caesar, but ultimately died when campaigning against Octavian at the foot of the Alps.",403,KALENI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
240,"Mucius Scaevola, P.",,75318,,,cordi_rrc,21,,70 BC,,Rome,"Republican moneyer, was Pontifex from 69 BC. His coins are inscribed CORDI, a reference to the cognomen Cordus given to the legendary hero Mucius Scaevola.",403,CORDI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
241,"Vettius Sabinus, T.",,177282,,,t_vettivs_sabinvs_rrc,21,,70 BC,,Rome,"Republican moneyer who was likely to have been Quaestor before he issued coins in 70 BC. He later became Praetor in 59 BC (see Cicero, Flac. 85).",404,T·VETTIVS SABINVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
242,"Sulpicius Galba, P.",,177309,,,p_galb_aed_cvr_rrc,21,,69 BC,,Rome,Republican moneyer who issued coins while a curule aedile in 69 BC. He was also Pontifex by 69 BC.,406,P·GALB AED CVR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
243,"Hosidius Geta, C.",,177310,,,c_hosidi_c_f_geta_iii_vir_rrc,21,,68 BC,,Rome,"Republican moneyer, may be the man proscribed in 43 BC. He issued coins as one of the tresviri.",407,C·HOSIDI·C·F GETA III·VIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
244,"Calpurnius Piso Frugi, C.",,177312,,,c_piso_l_f_frvgi_rrc,21,,67 BC,,Rome,"Republican moneyer, identified with Cicero's son-in-law and son of the moneyer L. Calpurnius Piso Frugi (q.v.). ",408,C·PISO·L·F·FRVGI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
245,"Pomponius Musa, Q.",,177376,,,q_pomponi_mvsa_rrc,21,,66 BC,,Rome,"Republican moneyer, known only from his coins.",410,Q·POMPONI MVSA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
246,"Manlius Torquatus, L.",,177399,,,l_torqvat_rrc,21,,65 BC,,Rome,"Republican moneyer, was Praetor in 49 BC.",411,L·TORQVAT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
247,"Roscius Fabatus, L.",,177400,,,l_rosci_fabati_rrc,21,,64 BC,,Rome,"Republican moneyer, was Praetor in 49 BC. His coins reveal a Lanuvine origin.",412,L·ROSCI FABATI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
248,"Cassius Longinus, L.",,177424,,,longin_iii_v_rrc,21,,63 BC,,Rome,"Republican moneyer, was ProConsul in 48 BC.",413, LONGIN·III·V,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
249,"Furius Brocchus, L.",,177427,,,l_fvri_cn_f_brocchi_rrc,21,,63 BC,,Rome,"Republican moneyer, known only from his coins.",414,L·FVRI CN·F BROCCHI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
250,"Pupius Piso, M.",,177444,,,m_piso_m_f_frvgi_rrc,21,,61 BC,,Rome,"Republican moneyer who was Praetor in 44 BC and son of the Consul of 61 BC, M. Pupius Piso Frugi. ",418,M·PISO·M·F FRVGI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
251,"Nonius Sufenas, M.",,177471,,,svfenas_rrc,21,,59 BC,,Rome,Republican moneyer who was Praetor in 55 BC.,421,SVFENAS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
252,"Aemilius Scaurus, M.",,177475,,,m_scavr_rrc,21,,58 BC,,Rome,"Republican moneyer who became Praetor in 56 BC. King Aretas of Nabataea surrendered to him while Scaurus was proquaestor of Judea (recorded in Josephus, Jewish Antiquities). He may be the maternal uncle of the moneyer Mn. Acilius and a relative of Sulla. He was on trial in 54 BC under charges of extortion in his province, and was defended by Cicero. In 53 BC he was charged with ambitio and went into exile.",422,M·SCAVR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
253,"Servilius, C.",,177485,,,c_serveil_c_f_rrc,21,,57 BC,,Rome,"Republican moneyer, known only from his coins. He may be a grandson of the C. Servilius who was Praetor in 102 BC and a brother of the M. Servilius C.f. who was Tribune of the Plebs in 43 BC.",423,C·SERVEIL C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
254,"Considius Nonianus, C.",,177487,,,c_considi_noniani_rrc,21,,57 BC,,Rome,"Republican moneyer, known only from his coins.",424,C·CONSIDI·NONIANI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
255,"Marcius Philippus, L.",,177488,,,philippvs_rrc,21,,56 BC,,Rome,"Republican moneyer, possibly the L. Marcius Philippus who was Consul in 38 BC.",425,PHILIPPVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
256,"Cornelius Sulla, Faustus",,177489,,,favstvs_rrc,21,,56 BC,,Rome,"Republican moneyer who was Quaestor in 54 BC. He was the eldest child of Lucius Cornelius Sulla, the one-time dictator in Rome.",426,FAVSTVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
257,"Memmius, C.",,177497,,,c_memmi_c_f_rrc,21,,56 BC,,Rome,Republican moneyer who was probably Tribune of the Plebs in 54 BC.,427,C·MEMMI·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
258,"Cassius Longinus, Q.",,177498,,,q_cassivs_rrc,21,,55 BC,,Rome,"Republican moneyer who was probably Quaestor in Hispania Ulterior in 52 BC (date uncertain). In 49 BC he was a Tribune of the People and supported Julius Caesar, who appointed him governor of Hispania Ulterior.",428,Q·CASSIVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
259,"Fonteius Capito, P.",,177499,,,p_fonteivs_p_f_capito_rrc,21,,55 BC,,Rome,"Republican moneyer, usually identified with the adoptive father of P. Clodius, though without firm evidence. He may also be the Fonteius recorded as Cicero's friend.",429,P·FONTEIVS·P·F·CAPITO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
260,"Licinius Crassus, P.",,177500,,,p_crassvs_m_f_rrc,21,,55 BC,,Rome,"Republican moneyer, the younger son of the Triumvir M. Licinius Crassus. ",430,P·CRASSVS·M·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
261,"Plautius, A.",,177521,,,a_plavtivs_aed_cvr_rrc,21,,55 BC,,Rome,"Republican moneyer who was Tribune of the Plebs in 56, Curule Aedile in 55, and Praetor in 51 BC. He issued coins while Curule Aedile.",431,A·PLAVTIVS AED·CVR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
262,"Plancius, Cn.",,177522,,,cn_plancivs_aed_cvr_rrc,21,,55 BC,,Rome,"Republican moneyer who issued coins while a Curule Aedile in 55 BC. His earlier career included time spent in Crete, which influenced the designs on his coins. ",432,CN·PLANCIVS AED·CVR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
263,"Pompeius Rufus, Q.",,177524,,,q_pompei_rvfi_rrc,21,,54 BC,,Rome,"Republican moneyer, presumably the Q. Pompeius Rufus who was Tribune of the Plebs in 52 BC. ",434,Q·POMPEI·RVF[I],1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
264,"Valerius Messalla, M.",,177526,,,messal_f_rrc,21,,53 BC,,Rome,"Republican moneyer, possibly the M. Valerius Messalla who was Consul Suffectus in 32 BC, and possibly the first-born son of the Consul of 53 BC.",435,MESSAL·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
265,"Vinicius, L.",,177527,,,l_vinci_rrc,21,,52 BC,,Rome,Republican moneyer who was Consul Suffectus in 33 BC.,436, L·VINCI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
266,"Coelius Caldus, C.",,177538,,,caldvs_iiivir_rrc,21,,51 BC,,Rome,"Republican moneyer, presumably the C. Coelius Caldus who was quaestor in 50 BC and son of the C. Coelius Caldus who was Consul in 94 BC.",437,CALDVS·IIIVIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
267,"Sulpicius, Ser.",,177539,,,ser_svlp_rrc,21,,51 BC,,Rome,"Republican moneyer, probably  the son of the Consul of 51 BC.  The moneyer himself was probably a senator in 49 and 43 BC (cf Caesar, BC ii, 44, and Cicero Phil. Ix, 12). ",438,SER SVLP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
268,"Cornelius Lentulus Marcellinus, P.",,177540,,,marcellinvs_rrc,21,,50 BC,,Rome,The moneyer is presumably the P. Cornelius Lentulus Marcellinus who was Quaestor in 48 BC.,439,MARCELLINVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
269,"Nerius, Cn.",,177541,,,neri_q_vrb_rrc,21,,49 BC,,Rome,"Republican moneyer, struck coins as Quaestor Urbanus in 49 BC.",441,NERI·Q·VRB,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
270,"Acilius, Mn.",,177543,,,mn_acilivs_iii_vir_rrc,21,,49 BC,,Rome,"Republican moneyer, perhaps Mn. Acilius Glabrio, sister's son to the M. Aemilius Scaurus (q.v.) who was Praetor in 56 BC.",442,MN·ACILIVS III·VIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
271,"Coponius, C.",,177557,,,c_coponivs_pr_rrc,21,,49 BC,,Moving with Pompey,"Republican moneyer, known only from his coins.",444,C·COPONIVS PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
272,"Cornelius Lentulus Crus, L.",,177558,,,l_lentvlvs_rrc,21,,49 BC,,Apollonia Mordaieum and Asia - Moving with Pompey,"Republican moneyer and consul in 49 BC, who issued coins during the military campaigns of Pompey the Great (q.v.) in Apollonia and Asia in 49 BC. The coins were issued jointly with the consul C. Marcellus (q.v.) and an anonymous Quaestor, and inscribed L·LENTVLVS.",445,L·LENTVLVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
273,"Claudius Marcellus, C",,177560,,,c_marc_cos_rrc,21,,49 BC,,Apollonia Mordaieum and Asia - Moving with Pompey,"Republican moneyer and consul in 49 BC, who issued coins during the military campaigns of Pompey the Great (q.v.) in Apollonia and Asia in 49 BC. The coins were issued jointly with the consul L. Cornelius Lentulus Crus (q.v.) and an anonymous Quaestor, and inscribed C·MARC·COS.",445,C·MARC·COS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
274,"Piso, Cn",,177562,,,cn_piso_pro_q_rrc,21,,49 BC,,Moving with Pompey,"Republican moneyer, issued coins for Pompey the Great as Proquaestor in 49 BC. ",446,CN·PISO·PRO·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
275,Varro,,177563,,,varro_pro_q_rrc,21,,49 BC,,Moving with Pompey,"Republican moneyer, issued coins for Pompey the Great as Proquaestor in 49 BC. ",447,VARRO·PRO·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
276,"Hostilius Saserna, L.",,177564,,,l_hostilivs_saserna_rrc,21,,48 BC,,Rome,"Republican moneyer, one of three brothers who all supported Caesar, but he is not known to have held any further office. ",448, L·HOSTILIVS SASERNA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
277,"Plautius Plancus, L.",,177591,,,l_plavtivs_plancvs_rrc,21,,47 BC,,Rome,Republican moneyer who was Praetor in 43 BC.,453,L·PLAVTIVS PLANCVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
278,"Licinius Nerva, A.",,177593,,,a_licinivs_nerva_iii_vir_rrc,21,,47 BC,,Rome,"Republican moneyer, known only from his coins.",454,A·LICINIVS NERVA III VIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
279,"Antius Restio, C.",,177604,,,c_antivs_c_f_restio_rrc,21,,47 BC,,Rome,Republican moneyer who may have been one of the many people proscribed in 43 BC by the Second Triumvirate. ,455,C·ANTIVS·C·F RESTIO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
280,"Allienus, A.",,177595,,,a_allienvs_pro_cos_rrc,21,,47 BC,,Sicily,Republican moneyer who was ProConsul in 47 BC.,457,A·ALLIENVS PRO·COS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
281,"Licinius Crassus Iunianus Damasippus, P.",,177630,,,p_crassvs_ivn_leg_pro_pr_rrc,21,,47 BC,46 BC,Africa,"Republican moneyer, issued coins as Legate Propraetor in 47/6 BC, with Q. Caecilius Metellus Pius Scipio (q.v.).",460,P·CRASSVS·IVN LEG·PRO·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
282,"Porcius Cato Uticensis, M.",,57598,,,m_cato_pro_pr_rrc,21,Cato the Younger,47 BC,46 BC,Africa,"Republican moneyer, was a strong opponent of Julius Caesar and denounced the Catilinarian conspiracy (in which he tried to implicate Caesar) more fiercely than Cicero. He was informally exiled to Cyprus, but remained supportive of Pompey. After Julius Caesar's victory over Scipio at Thrapsus, Cato the Younger committed suicide.",462,M·CATO·PRO·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
283,"Cordius Rufus, Mn.",,95270,,,mn_cordivs_rvfvs_iiivir_rrc,21,,46 BC,,Rome,"Republican moneyer, of Tusculan origin and is otherwise known only from an inscription (ILLRP 414) on which the tenure of the office of Praetor was recorded in Tusculan.",463,MN·CORDIVS RVFVS·IIIVIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
284,"Carisius, T.",,99295,,,t_carisivs_iii_vir_rrc,21,,46 BC,,Rome,"Republican moneyer, possibly mentioned in Appian (BC v, 463).",464,T·CARISIVS III·VIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
285,"Considius Paetus, C.",,177671,,,c_considivs_paetvs_rrc,21,,46 BC,,Rome,"Republican moneyer, known only from his coins.",465,C·CONSIDIVS PAETVS.,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
286,"Hirtius, A.",,177672,,,a_hirtivs_pr_rrc,21,,46 BC,,Rome,"Republican moneyer who issued coins with Julius Caesar while Praetor in 46 BC. He later became Consul in 43 BC, just after the assassination of Julius Caesar.",466,A·HIRTIVS·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
287,"Publicius, M.",,177680,,,m_poblici_leg_pro_pr_rrc,21,,46 BC,45 BC,Spain,"Republican moneyer, issued coins while Propraetor under Pompey the Younger in Spain.",469, M·POBLICI·LEG·PRO·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
288,"Minatius Sabinus, M.",,94506,,,m_minat_sabin_pr_q_rrc,21,,46 BC,45 BC,Spain,"Republican moneyer, was a Legate of Cn. Pompeius the Younger.",470,M·MINAT SABIN PR Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
289,"Papius Celsus, L.",,177683,,,l_papivs_celsvs_iii_vir_rrc,21,,45 BC,,Rome,"Republican moneyer, known only from his coins.",472, L·PAPIVS CELSVS·III·VIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
290,(Lollius) Palicanus,,177684,,,palikanvs_rrc,21,,45 BC,,Rome,"Republican moneyer, presumably the son of the M. Lollius Palicanus who was Praetor around 69 BC, but identifications are uncertain.",473,PALIKANVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
